,MI-Detroit,IN-Indianapolis,BE-St. Ghislain,IE-Dublin,SG-Singapore,TW-Changhua County
2010-01-17 13:00:00,0.04,2.21,7.83,6.47,31.42,23.54
2010-01-17 14:00:00,0.63,2.77,7.63,6.67,31.94,23.78
2010-01-17 15:00:00,1.03,3.79,7.7,6.64,32.58,23.39
2010-01-17 16:00:00,1.03,3.84,7.47,5.39,32.02,22.72
2010-01-17 17:00:00,0.07,3.82,6.24,4.53,31.69,21.84
2010-01-17 18:00:00,-0.69,2.77,4.32,3.89,29.8,20.83
2010-01-17 19:00:00,-2.01,-1.03,4.02,3.93,28.59,19.74
2010-01-17 20:00:00,-1.18,2.73,3.61,3.69,27.63,18.66
2010-01-17 21:00:00,-1.21,2.73,3.47,3.24,27.12,17.64
2010-01-17 22:00:00,-1.11,2.69,3.33,3.36,27.12,16.77
2010-01-17 23:00:00,-1.11,2.72,3.82,3.24,26.78,16.11
2010-01-18 00:00:00,-1.13,2.68,4.02,3.8,25.74,15.01
2010-01-18 01:00:00,-2.03,2.2,3.24,3.42,25.74,14.56
2010-01-18 02:00:00,-1.61,2.16,3.4,3.76,25.69,14.21
2010-01-18 03:00:00,-1.63,2.13,3.88,3.79,25.74,13.77
2010-01-18 04:00:00,-2.19,1.64,3.31,3.9,25.74,13.43
2010-01-18 05:00:00,-2.22,1.61,3.04,3.87,25.87,13.32
2010-01-18 06:00:00,-2.67,1.11,3.04,3.48,25.89,13.35
2010-01-18 07:00:00,-2.19,1.12,3.73,3.36,25.91,13.6
2010-01-18 08:00:00,-2.22,1.07,3.66,3.36,26.19,14.43
2010-01-18 09:00:00,-2.12,1.08,3.59,3.12,27.42,16.29
2010-01-18 10:00:00,-1.7,1.61,3.89,3.87,28.79,18.72
2010-01-18 11:00:00,-1.23,2.1,4.02,5.58,29.58,20.66
2010-01-18 12:00:00,-1.16,2.62,4.23,6.24,30.64,21.79
2010-01-18 13:00:00,-1.12,3.17,4.49,6.81,31.13,22.43
2010-01-18 14:00:00,-0.31,3.19,5.38,7.09,29.82,22.54
2010-01-18 15:00:00,0.66,2.64,5.11,7.03,27.06,21.94
2010-01-18 16:00:00,0.25,2.14,5.04,6.39,27.48,20.8
2010-01-18 17:00:00,-0.29,0.49,4.29,6.28,27.47,19.66
2010-01-18 18:00:00,-1.14,-1.06,3.87,6.49,27.63,18.57
2010-01-18 19:00:00,-0.33,0.01,3.87,6.47,27.22,17.49
2010-01-18 20:00:00,-2.19,-1.12,3.18,6.87,26.48,16.77
2010-01-18 21:00:00,-1.73,-2.16,3.11,6.83,26.74,16.73
2010-01-18 22:00:00,-1.68,-2.19,3.11,7.07,26.36,17.05
2010-01-18 23:00:00,-2.15,-2.26,3.04,7.13,25.97,17.22
2010-01-19 00:00:00,-3.13,-2.26,3.04,7.09,25.36,17.01
2010-01-19 01:00:00,-3.73,-2.76,2.9,7.03,24.63,16.65
2010-01-19 02:00:00,-3.83,-2.22,2.98,6.83,24.83,16.33
2010-01-19 03:00:00,-3.46,-2.21,2.98,6.52,24.25,16.09
2010-01-19 04:00:00,-4.04,-1.7,2.84,6.49,24.25,15.9
2010-01-19 05:00:00,-3.83,-1.13,2.78,6.64,25.13,15.77
2010-01-19 06:00:00,-4.33,-1.09,2.78,6.33,25.14,15.47
2010-01-19 07:00:00,-3.89,-1.14,2.78,6.43,24.78,15.22
2010-01-19 08:00:00,-3.27,-1.12,2.78,6.39,25.43,15.77
2010-01-19 09:00:00,-2.78,-0.6,2.71,6.52,26.72,17.81
2010-01-19 10:00:00,-2.71,-1.09,2.71,6.69,27.93,20.64
2010-01-19 11:00:00,-2.18,-0.59,3.46,7.38,28.84,22.91
2010-01-19 12:00:00,-1.18,-0.02,3.76,7.76,31.03,24.05
2010-01-19 13:00:00,-1.03,-0.02,4.64,8.08,31.13,24.62
2010-01-19 14:00:00,-0.09,0.47,4.71,7.97,31.32,24.89
2010-01-19 15:00:00,0.0,0.49,4.57,8.08,31.34,24.98
2010-01-19 16:00:00,0.0,0.5,4.36,6.78,30.17,24.76
2010-01-19 17:00:00,0.0,0.5,3.89,6.02,29.22,24.12
2010-01-19 18:00:00,0.0,0.01,3.89,5.11,28.35,22.73
2010-01-19 19:00:00,0.5,1.03,3.89,4.63,26.63,20.93
2010-01-19 20:00:00,0.0,0.0,3.12,4.26,24.48,19.55
2010-01-19 21:00:00,0.0,-0.08,2.7,3.03,24.89,19.1
2010-01-19 22:00:00,0.0,-0.08,2.56,2.36,24.89,19.08
2010-01-19 23:00:00,-0.09,-0.5,1.74,2.49,25.27,18.89
2010-01-20 00:00:00,-0.99,-0.99,1.67,1.31,24.63,18.18
2010-01-20 01:00:00,-0.53,-1.01,1.47,1.69,23.15,17.29
2010-01-20 02:00:00,-0.89,0.0,1.38,2.11,23.36,16.65
2010-01-20 03:00:00,-0.45,0.0,1.77,4.14,23.15,16.41
2010-01-20 04:00:00,-0.87,-1.01,1.77,5.43,23.89,16.41
2010-01-20 05:00:00,-0.84,-1.01,1.16,5.92,23.81,16.54
2010-01-20 06:00:00,-0.42,-1.02,0.63,5.86,24.24,16.59
2010-01-20 07:00:00,-0.46,-0.03,0.63,5.52,23.7,16.77
2010-01-20 08:00:00,-0.47,-0.03,0.63,5.55,24.81,17.65
2010-01-20 09:00:00,0.0,0.0,0.7,5.5,27.03,19.84
2010-01-20 10:00:00,0.0,-0.01,1.32,5.5,27.73,22.74
2010-01-20 11:00:00,0.04,0.51,2.09,6.21,29.4,25.11
2010-01-20 12:00:00,0.54,1.08,2.37,5.76,31.17,26.56
2010-01-20 13:00:00,0.62,2.08,2.44,5.79,30.54,27.48
2010-01-20 14:00:00,1.04,1.63,2.48,5.79,30.79,27.78
2010-01-20 15:00:00,1.16,2.17,2.44,5.73,31.13,27.22
2010-01-20 16:00:00,1.21,2.13,2.44,5.73,29.94,26.03
2010-01-20 17:00:00,1.11,2.13,2.44,5.56,29.65,24.89
2010-01-20 18:00:00,1.07,1.1,2.03,5.39,28.92,23.94
2010-01-20 19:00:00,-2.96,0.54,2.09,5.39,27.96,23.03
2010-01-20 20:00:00,0.54,0.49,2.22,5.84,27.29,22.33
2010-01-20 21:00:00,0.49,-0.06,2.22,5.3,27.18,21.98
2010-01-20 22:00:00,0.57,-0.09,2.16,5.13,27.1,21.85
2010-01-20 23:00:00,0.38,-1.09,2.16,5.1,27.14,21.67
2010-01-21 00:00:00,-0.09,-1.14,2.16,4.64,26.47,21.32
2010-01-21 01:00:00,-0.16,-1.66,2.16,4.65,25.36,20.93
2010-01-21 02:00:00,-1.11,-1.67,2.16,4.71,25.36,20.56
2010-01-21 03:00:00,-1.13,-1.71,1.99,4.88,25.36,20.17
2010-01-21 04:00:00,-2.08,-2.22,1.93,5.3,25.74,19.8
2010-01-21 05:00:00,-2.15,-2.27,2.08,5.41,25.95,19.66
2010-01-21 06:00:00,-2.29,-2.26,2.29,4.9,25.46,19.75
2010-01-21 07:00:00,-2.79,-2.24,2.16,4.19,25.89,20.06
2010-01-21 08:00:00,-3.33,-1.71,2.16,4.3,26.39,20.77
2010-01-21 09:00:00,-3.31,-1.15,2.16,4.23,27.58,22.22
2010-01-21 10:00:00,-2.42,-0.6,2.31,4.47,27.86,24.07
2010-01-21 11:00:00,-2.45,-0.51,2.64,5.16,29.81,25.45
2010-01-21 12:00:00,-2.27,-0.01,2.78,5.76,30.24,26.02
2010-01-21 13:00:00,-2.22,1.03,2.7,5.34,30.84,26.12
2010-01-21 14:00:00,-1.8,1.09,2.7,5.37,31.07,25.88
2010-01-21 15:00:00,-2.29,0.54,2.49,5.3,29.66,25.24
2010-01-21 16:00:00,-2.29,0.54,2.9,5.03,28.31,24.26
2010-01-21 17:00:00,-2.81,1.03,2.7,4.33,27.13,23.21
2010-01-21 18:00:00,-3.34,0.54,2.29,4.12,27.91,22.06
2010-01-21 19:00:00,-1.64,3.27,2.29,3.42,27.76,20.84
2010-01-21 20:00:00,-4.08,0.54,2.29,2.09,27.39,19.87
2010-01-21 21:00:00,-4.96,1.07,2.36,2.47,27.29,19.39
2010-01-21 22:00:00,-5.62,0.54,2.36,2.38,26.86,19.17
2010-01-21 23:00:00,-6.09,0.54,2.42,2.36,26.58,18.89
2010-01-22 00:00:00,-6.73,0.56,2.36,0.91,26.47,18.39
2010-01-22 01:00:00,-6.73,0.54,2.16,0.63,25.74,17.82
2010-01-22 02:00:00,-7.21,0.54,1.06,1.48,25.41,17.33
2010-01-22 03:00:00,-6.22,0.54,1.47,3.33,25.36,16.92
2010-01-22 04:00:00,-6.16,0.59,0.56,4.27,25.36,16.58
2010-01-22 05:00:00,-6.07,0.51,0.91,4.92,25.8,16.43
2010-01-22 06:00:00,-6.65,0.51,0.82,5.24,25.36,16.57
2010-01-22 07:00:00,-6.26,0.56,0.68,5.17,25.76,16.9
2010-01-22 08:00:00,-6.3,0.54,0.13,5.46,23.47,17.33
2010-01-22 09:00:00,-5.19,1.04,1.04,5.72,22.95,17.91
2010-01-22 10:00:00,-3.54,1.08,1.73,6.27,22.95,18.59
2010-01-22 11:00:00,-2.86,1.63,2.37,6.5,23.43,19.09
2010-01-22 12:00:00,-1.28,2.17,4.03,6.67,25.0,19.32
2010-01-22 13:00:00,-0.17,2.17,5.14,6.91,26.74,19.37
2010-01-22 14:00:00,0.52,2.73,5.64,7.18,27.99,19.19
2010-01-22 15:00:00,0.94,2.74,5.84,7.35,29.92,18.64
2010-01-22 16:00:00,0.45,3.28,5.13,6.98,30.03,17.86
2010-01-22 17:00:00,-0.04,3.78,4.22,7.01,29.63,17.21
2010-01-22 18:00:00,-1.18,3.24,4.35,7.21,29.84,16.82
2010-01-22 19:00:00,0.54,2.72,3.87,7.21,28.08,16.57
2010-01-22 20:00:00,-1.74,3.26,3.87,7.69,27.29,16.43
2010-01-22 21:00:00,-1.77,3.22,3.73,7.72,26.93,16.49
2010-01-22 22:00:00,-2.29,2.78,3.87,7.8,26.34,16.65
2010-01-22 23:00:00,-2.29,2.77,3.79,7.77,26.29,16.67
2010-01-23 00:00:00,-2.34,2.73,3.6,7.02,25.36,16.37
2010-01-23 01:00:00,-2.23,2.23,2.74,6.47,25.36,15.93
2010-01-23 02:00:00,-2.07,2.23,2.9,5.69,25.41,15.56
2010-01-23 03:00:00,-1.62,2.17,2.9,4.74,25.36,15.32
2010-01-23 04:00:00,-1.13,1.67,2.77,4.59,24.99,15.16
2010-01-23 05:00:00,-1.16,1.61,2.63,3.2,25.08,15.11
2010-01-23 06:00:00,-1.08,1.12,2.36,3.09,24.99,15.15
2010-01-23 07:00:00,-0.58,1.11,2.14,2.81,25.08,15.3
2010-01-23 08:00:00,-0.57,2.1,2.29,2.36,26.11,15.66
2010-01-23 09:00:00,-0.07,2.16,2.56,2.75,27.26,16.42
2010-01-23 10:00:00,0.8,2.16,2.56,4.54,28.79,17.39
2010-01-23 11:00:00,0.99,2.72,2.91,5.45,30.21,18.1
2010-01-23 12:00:00,1.46,2.76,3.39,6.13,30.53,18.34
2010-01-23 13:00:00,1.99,3.33,3.69,6.54,31.36,18.31
2010-01-23 14:00:00,2.08,4.34,3.76,6.54,31.92,18.19
2010-01-23 15:00:00,2.56,4.34,3.69,6.39,32.12,18.01
2010-01-23 16:00:00,3.06,3.83,2.98,5.51,31.56,17.72
2010-01-23 17:00:00,2.53,3.3,2.91,2.16,31.01,17.42
2010-01-23 18:00:00,2.03,2.77,2.7,2.09,29.94,17.06
2010-01-23 19:00:00,0.99,8.83,2.7,1.52,28.83,16.68
2010-01-23 20:00:00,0.92,2.22,2.19,0.74,27.96,16.43
2010-01-23 21:00:00,0.41,2.17,2.06,0.9,27.29,16.46
2010-01-23 22:00:00,0.92,2.69,2.06,0.47,27.18,16.62
2010-01-23 23:00:00,0.49,2.71,1.99,-0.33,26.98,16.67
2010-01-24 00:00:00,0.42,2.71,1.44,-0.36,26.47,16.46
2010-01-24 01:00:00,-0.07,2.71,1.61,-0.08,25.36,16.14
2010-01-24 02:00:00,-0.52,2.71,1.44,0.13,25.66,15.88
2010-01-24 03:00:00,-0.09,2.71,1.44,-0.22,25.36,15.72
2010-01-24 04:00:00,-0.52,2.75,1.86,-0.25,25.36,15.62
2010-01-24 05:00:00,-0.62,2.77,1.79,-0.11,25.78,15.66
2010-01-24 06:00:00,-0.64,3.27,1.86,-0.74,25.36,15.77
2010-01-24 07:00:00,-1.08,3.87,1.44,-1.48,25.78,16.01
2010-01-24 08:00:00,-1.04,4.39,1.28,-0.93,26.48,16.67
2010-01-24 09:00:00,-0.59,4.46,1.83,-0.93,27.58,18.12
2010-01-24 10:00:00,-0.05,5.02,1.99,-0.81,28.7,19.99
2010-01-24 11:00:00,-0.05,6.13,2.13,0.31,29.48,21.43
2010-01-24 12:00:00,0.0,7.23,2.36,0.42,30.89,22.1
2010-01-24 13:00:00,0.45,7.78,2.63,0.96,31.03,22.33
2010-01-24 14:00:00,0.54,8.31,2.9,1.16,31.03,22.31
2010-01-24 15:00:00,0.61,8.33,2.97,1.33,31.52,22.06
2010-01-24 16:00:00,0.97,8.87,2.97,0.96,31.92,21.55
2010-01-24 17:00:00,0.99,8.87,2.97,0.9,30.73,20.88
2010-01-24 18:00:00,0.62,8.87,2.97,0.87,29.94,19.91
2010-01-24 19:00:00,5.89,7.72,2.97,0.84,28.39,18.77
2010-01-24 20:00:00,1.14,7.86,2.97,0.84,27.29,17.99
2010-01-24 21:00:00,1.61,8.32,2.76,0.19,27.29,17.92
2010-01-24 22:00:00,1.61,8.37,2.63,0.34,27.02,18.2
2010-01-24 23:00:00,1.63,8.37,2.49,0.05,26.98,18.33
2010-01-25 00:00:00,2.14,8.87,2.29,-1.01,25.53,18.06
2010-01-25 01:00:00,2.14,9.43,1.38,-0.84,25.36,17.64
2010-01-25 02:00:00,2.16,10.0,2.16,-0.84,25.66,17.33
2010-01-25 03:00:00,2.17,9.95,2.23,-1.01,25.36,17.22
2010-01-25 04:00:00,2.33,8.33,1.54,-1.15,24.99,17.21
2010-01-25 05:00:00,2.68,8.31,1.54,-1.15,25.41,17.33
2010-01-25 06:00:00,2.76,8.31,2.16,-1.18,25.46,17.6
2010-01-25 07:00:00,3.65,8.84,2.09,-1.21,25.36,17.99
2010-01-25 08:00:00,4.38,9.39,2.09,-1.01,25.87,18.44
2010-01-25 09:00:00,3.08,9.96,2.16,-0.36,27.02,19.01
2010-01-25 10:00:00,3.51,9.98,2.16,-0.38,27.93,19.63
2010-01-25 11:00:00,3.61,10.58,1.99,-0.22,28.79,20.09
2010-01-25 12:00:00,4.1,11.1,1.61,0.36,30.79,20.35
2010-01-25 13:00:00,5.63,11.63,1.38,0.96,31.11,20.45
2010-01-25 14:00:00,6.31,12.11,1.18,0.84,31.36,20.32
2010-01-25 15:00:00,6.74,12.09,1.04,0.88,31.84,19.92
2010-01-25 16:00:00,6.29,10.91,0.88,0.43,31.54,19.3
2010-01-25 17:00:00,6.81,9.93,0.11,-0.12,30.73,18.53
2010-01-25 18:00:00,6.64,9.41,-0.03,-0.32,29.94,17.48
2010-01-25 19:00:00,1.36,-1.68,-0.16,-1.14,28.49,16.27
2010-01-25 20:00:00,7.05,5.58,-0.23,-0.83,27.39,15.43
2010-01-25 21:00:00,6.69,4.44,-1.07,-0.69,27.29,15.24
2010-01-25 22:00:00,6.86,3.91,-1.07,-0.88,27.12,15.41
2010-01-25 23:00:00,6.51,3.32,-1.2,-1.29,26.98,15.56
2010-01-26 00:00:00,6.18,3.28,-1.22,-2.28,25.74,15.54
2010-01-26 01:00:00,6.82,2.74,-2.01,-2.29,25.36,15.49
2010-01-26 02:00:00,6.86,2.22,-1.2,-1.8,25.41,15.44
2010-01-26 03:00:00,5.73,1.14,-1.2,-1.36,25.36,15.38
2010-01-26 04:00:00,5.85,0.59,-1.34,-0.84,24.25,15.33
2010-01-26 05:00:00,4.18,0.01,-1.41,-0.91,25.57,15.29
2010-01-26 06:00:00,2.89,0.01,-2.24,-0.7,25.41,15.29
2010-01-26 07:00:00,2.76,0.01,-2.43,-0.19,25.41,15.34
2010-01-26 08:00:00,2.73,0.0,-2.87,-0.31,26.07,15.45
2010-01-26 09:00:00,2.22,0.0,-2.94,0.14,27.13,16.12
2010-01-26 10:00:00,2.15,0.02,-3.14,0.61,28.81,17.08
2010-01-26 11:00:00,0.69,1.07,-3.14,1.72,29.86,18.01
2010-01-26 12:00:00,0.12,1.13,-2.94,2.69,29.9,18.88
2010-01-26 13:00:00,0.0,-1.01,-2.6,3.13,31.44,19.71
2010-01-26 14:00:00,0.57,0.02,-2.46,3.83,31.74,20.22
2010-01-26 15:00:00,0.66,-1.07,-2.33,4.01,31.44,20.27
2010-01-26 16:00:00,0.12,-0.61,-2.34,3.47,32.0,19.99
2010-01-26 17:00:00,0.12,-1.1,-2.46,3.0,31.75,19.55
2010-01-26 18:00:00,0.99,-1.11,-3.03,2.54,30.57,18.85
2010-01-26 19:00:00,-2.1,-6.7,-3.17,2.39,28.83,17.97
2010-01-26 20:00:00,0.19,-1.71,-4.12,2.11,28.06,17.33
2010-01-26 21:00:00,0.07,-2.75,-4.66,1.53,27.38,17.17
2010-01-26 22:00:00,-0.82,-2.71,-4.63,2.01,27.18,17.24
2010-01-26 23:00:00,-0.89,-3.84,-5.25,2.04,27.14,17.22
2010-01-27 00:00:00,-0.92,-3.84,-5.46,1.76,26.47,16.9
2010-01-27 01:00:00,-0.53,-3.92,-4.32,1.53,25.74,16.48
2010-01-27 02:00:00,-1.02,-4.91,-6.42,1.53,25.36,16.22
2010-01-27 03:00:00,-2.1,-5.08,-6.48,0.64,25.36,16.25
2010-01-27 04:00:00,-2.68,-5.55,-6.62,0.02,25.36,16.45
2010-01-27 05:00:00,-2.68,-6.1,-6.82,-1.28,25.91,16.67
2010-01-27 06:00:00,-3.24,-6.21,-7.23,-1.54,25.78,16.77
2010-01-27 07:00:00,-3.77,-6.69,-7.3,-1.78,25.36,16.91
2010-01-27 08:00:00,-3.84,-7.16,-7.17,-2.05,26.15,17.33
2010-01-27 09:00:00,-4.27,-7.76,-6.2,-1.19,27.63,18.23
2010-01-27 10:00:00,-4.36,-7.75,-5.09,0.55,28.59,19.43
2010-01-27 11:00:00,-2.97,-7.25,-3.69,3.01,28.67,20.66
2010-01-27 12:00:00,-2.71,-7.18,-1.89,3.94,30.0,22.04
2010-01-27 13:00:00,-2.74,-6.68,-0.75,4.07,30.43,23.46
2010-01-27 14:00:00,-2.76,-7.18,-0.54,4.95,29.72,24.34
2010-01-27 15:00:00,-2.76,-6.17,0.07,3.98,30.92,24.33
2010-01-27 16:00:00,-2.76,-6.13,0.07,4.21,30.96,23.77
2010-01-27 17:00:00,-2.76,-6.66,0.14,3.94,30.24,23.12
2010-01-27 18:00:00,-2.73,-6.67,0.2,3.03,29.22,22.46
2010-01-27 19:00:00,-3.17,-1.06,0.18,3.08,28.11,21.7
2010-01-27 20:00:00,-2.68,-6.67,1.09,2.97,27.53,21.01
2010-01-27 21:00:00,-2.76,-6.68,1.16,3.31,27.29,20.43
2010-01-27 22:00:00,-3.77,-6.66,1.22,3.0,26.68,19.91
2010-01-27 23:00:00,-3.84,-6.67,1.91,3.0,26.62,19.44
2010-01-28 00:00:00,-4.36,-6.67,2.27,3.92,26.47,18.98
2010-01-28 01:00:00,-4.91,-7.27,2.82,2.81,26.1,18.56
2010-01-28 02:00:00,-5.39,-7.8,2.67,2.81,25.66,18.33
2010-01-28 03:00:00,-5.54,-8.34,2.84,2.74,26.1,18.27
2010-01-28 04:00:00,-6.11,-8.83,2.91,2.97,25.36,18.21
2010-01-28 05:00:00,-6.65,-8.88,2.56,2.92,25.95,18.18
2010-01-28 06:00:00,-7.1,-8.86,2.42,3.63,25.89,18.27
2010-01-28 07:00:00,-7.69,-8.34,1.58,3.97,25.89,18.52
2010-01-28 08:00:00,-7.73,-7.8,1.44,3.98,26.15,18.99
2010-01-28 09:00:00,-7.73,-7.73,2.13,4.82,27.26,20.97
2010-01-28 10:00:00,-7.71,-6.14,2.36,5.57,28.31,23.59
2010-01-28 11:00:00,-7.18,-5.02,2.9,6.21,29.8,25.56
2010-01-28 12:00:00,-5.72,-4.41,3.65,6.63,31.03,26.33
2010-01-28 13:00:00,-4.98,-2.79,3.72,6.84,31.75,26.43
2010-01-28 14:00:00,-3.94,-1.67,3.56,7.04,30.48,26.11
2010-01-28 15:00:00,-4.2,-1.09,3.45,7.58,28.22,25.25
2010-01-28 16:00:00,-3.31,-0.55,3.03,7.95,28.97,23.97
2010-01-28 17:00:00,-3.24,0.01,2.97,8.2,29.38,22.88
2010-01-28 18:00:00,-3.24,-0.02,2.63,7.66,29.39,22.29
2010-01-28 19:00:00,-9.14,-11.61,2.63,6.96,28.26,21.91
2010-01-28 20:00:00,-4.24,-1.09,2.29,6.21,27.22,21.45
2010-01-28 21:00:00,-4.36,-1.08,2.77,6.01,27.12,20.81
2010-01-28 22:00:00,-4.41,-1.09,2.63,4.96,27.12,20.1
2010-01-28 23:00:00,-3.79,-0.58,1.65,4.93,26.41,19.44
2010-01-29 00:00:00,-3.86,-0.59,2.2,3.99,25.82,18.83
2010-01-29 01:00:00,-3.31,-0.02,1.94,4.72,25.53,18.27
2010-01-29 02:00:00,-3.27,0.0,2.22,4.07,25.41,17.88
2010-01-29 03:00:00,-3.24,-0.05,2.29,4.07,25.36,17.76
2010-01-29 04:00:00,-3.74,-3.83,2.13,3.9,24.63,17.79
2010-01-29 05:00:00,-4.36,-6.04,2.19,3.19,25.57,17.88
2010-01-29 06:00:00,-6.74,-7.17,1.91,3.17,25.14,17.86
2010-01-29 07:00:00,-6.66,-7.78,2.54,3.16,25.13,17.89
2010-01-29 08:00:00,-7.87,-8.92,2.51,3.16,25.81,18.33
2010-01-29 09:00:00,-8.94,-9.99,2.51,3.67,27.63,19.45
2010-01-29 10:00:00,-9.81,-9.99,2.59,4.56,28.79,20.99
2010-01-29 11:00:00,-9.96,-9.47,2.83,5.12,29.84,22.56
2010-01-29 12:00:00,-9.02,-9.42,2.97,6.18,31.56,24.4
2010-01-29 13:00:00,-8.99,-8.87,2.95,6.38,30.45,26.28
2010-01-29 14:00:00,-9.46,-8.33,2.81,6.18,31.34,27.12
2010-01-29 15:00:00,-9.01,-8.36,3.36,5.84,31.04,26.16
2010-01-29 16:00:00,-8.52,-8.89,2.9,5.59,29.82,24.16
2010-01-29 17:00:00,-9.46,-9.46,2.63,5.38,30.0,22.33
2010-01-29 18:00:00,-10.04,-10.54,1.91,5.36,29.22,21.05
2010-01-29 19:00:00,-8.85,-7.81,1.18,4.87,28.19,19.94
2010-01-29 20:00:00,-11.08,-12.19,1.04,4.82,27.53,19.11
2010-01-29 21:00:00,-11.63,-12.74,0.88,5.47,27.29,18.67
2010-01-29 22:00:00,-12.08,-12.32,0.27,6.33,27.01,18.52
2010-01-29 23:00:00,-12.22,-13.28,-0.09,6.36,26.62,18.33
2010-01-30 00:00:00,-12.69,-12.74,0.11,6.64,26.47,17.97
2010-01-30 01:00:00,-13.16,-12.78,0.27,6.75,26.47,17.59
2010-01-30 02:00:00,-13.29,-12.28,-0.16,6.31,25.74,17.33
2010-01-30 03:00:00,-13.29,-12.23,-0.13,4.07,25.74,17.27
2010-01-30 04:00:00,-13.72,-11.72,-0.36,3.77,25.36,17.33
2010-01-30 05:00:00,-13.72,-11.72,-0.91,3.56,25.89,17.44
2010-01-30 06:00:00,-13.72,-11.17,-0.29,4.27,25.46,17.36
2010-01-30 07:00:00,-13.27,-10.61,-0.36,3.81,25.78,17.34
2010-01-30 08:00:00,-13.22,-10.6,-1.07,3.71,26.19,17.99
2010-01-30 09:00:00,-12.22,-10.61,-1.07,3.51,27.26,18.87
2010-01-30 10:00:00,-10.57,-10.02,-1.07,3.34,28.58,20.13
2010-01-30 11:00:00,-9.41,-9.43,-0.64,4.18,30.31,21.57
2010-01-30 12:00:00,-8.8,-8.36,0.24,3.77,31.22,22.96
2010-01-30 13:00:00,-7.43,-8.27,1.09,4.48,32.14,24.06
2010-01-30 14:00:00,-7.37,-7.76,1.29,4.2,32.2,24.66
2010-01-30 15:00:00,-6.8,-7.77,1.54,3.49,30.94,24.25
2010-01-30 16:00:00,-6.83,-7.22,1.02,3.06,31.44,22.73
2010-01-30 17:00:00,-6.85,-7.28,0.17,1.59,30.73,21.31
2010-01-30 18:00:00,-7.82,-7.77,-1.42,1.05,29.62,20.32
2010-01-30 19:00:00,-8.81,-6.75,-1.7,0.96,28.51,19.43
2010-01-30 20:00:00,-8.94,-8.31,-1.21,0.38,27.73,18.87
2010-01-30 21:00:00,-9.94,-8.32,-0.66,0.83,27.39,18.9
2010-01-30 22:00:00,-9.97,-8.32,-0.43,0.29,27.29,19.27
2010-01-30 23:00:00,-10.02,-8.88,-0.2,0.49,27.29,19.44
2010-01-31 00:00:00,-10.52,-8.89,-0.27,0.08,26.47,19.19
2010-01-31 01:00:00,-10.56,-8.89,-0.41,-0.98,26.47,18.76
2010-01-31 02:00:00,-11.03,-8.93,-0.96,-1.36,25.82,18.32
2010-01-31 03:00:00,-11.11,-8.93,-1.25,-1.76,25.36,17.86
2010-01-31 04:00:00,-11.53,-8.93,-2.14,-1.9,26.1,17.39
2010-01-31 05:00:00,-11.58,-8.93,-2.57,-1.97,26.28,17.21
2010-01-31 06:00:00,-11.59,-8.95,-2.57,-2.17,25.89,17.3
2010-01-31 07:00:00,-11.52,-8.93,-3.26,-2.51,25.89,17.67
2010-01-31 08:00:00,-10.89,-8.93,-3.81,-2.67,26.88,18.53
2010-01-31 09:00:00,-9.93,-8.92,-2.49,-2.21,27.91,20.27
2010-01-31 10:00:00,-9.04,-8.3,-0.91,-0.41,28.89,22.51
2010-01-31 11:00:00,-8.47,-7.2,1.02,0.57,30.29,24.32
2010-01-31 12:00:00,-7.91,-5.6,1.99,1.54,30.68,25.42
2010-01-31 13:00:00,-7.84,-5.53,2.13,2.38,31.51,26.1
2010-01-31 14:00:00,-6.9,-4.5,2.67,3.3,31.74,26.33
2010-01-31 15:00:00,-7.34,-3.91,2.9,2.73,32.12,25.91
2010-01-31 16:00:00,-7.67,-3.41,2.26,2.18,31.19,25.04
2010-01-31 17:00:00,-7.71,-3.97,1.38,0.86,31.38,24.21
2010-01-31 18:00:00,-8.37,-5.08,0.33,0.51,30.04,23.57
2010-01-31 19:00:00,-4.25,-4.38,0.07,-0.06,28.83,22.98
2010-01-31 20:00:00,-9.07,-7.82,-0.35,-0.33,27.73,22.54
2010-01-31 21:00:00,-9.48,-7.84,0.27,-0.56,27.29,22.41
2010-01-31 22:00:00,-9.48,-7.79,0.13,-0.84,27.01,22.43
2010-01-31 23:00:00,-9.9,-7.78,-0.03,-1.49,27.02,22.22
2010-02-01 00:00:00,-9.45,-8.34,0.13,-1.34,26.47,21.52
2010-02-01 01:00:00,-10.01,-8.93,0.07,-1.07,26.47,20.59
2010-02-01 02:00:00,-10.04,-9.53,0.07,-0.61,25.82,19.87
2010-02-01 03:00:00,-10.04,-9.63,-0.2,-1.18,25.36,19.53
2010-02-01 04:00:00,-10.51,-11.16,0.07,-1.15,24.99,19.41
2010-02-01 05:00:00,-10.56,-12.79,0.07,-1.07,25.77,19.43
2010-02-01 06:00:00,-11.41,-12.26,0.0,-1.31,25.36,19.47
2010-02-01 07:00:00,-10.45,-12.23,0.0,-1.41,25.41,19.67
2010-02-01 08:00:00,-9.85,-13.18,-0.13,-0.67,26.01,20.32
2010-02-01 09:00:00,-8.7,-11.04,-0.07,-0.47,27.16,21.01
2010-02-01 10:00:00,-7.72,-9.19,0.34,0.27,28.06,21.97
2010-02-01 11:00:00,-7.08,-6.54,1.86,1.55,29.47,23.05
2010-02-01 12:00:00,-6.18,-4.97,2.13,2.38,30.84,24.08
