,MI-Detroit,IN-Indianapolis,BE-St. Ghislain,IE-Dublin,SG-Singapore,TW-Changhua County
2010-03-10 09:00:00,5.69,6.73,-0.22,3.04,26.11,11.1
2010-03-10 10:00:00,7.94,9.99,1.09,5.52,26.79,12.2
2010-03-10 11:00:00,9.03,12.25,3.1,6.61,27.62,13.1
2010-03-10 12:00:00,10.36,13.91,4.91,6.83,28.43,13.62
2010-03-10 13:00:00,10.98,15.54,5.4,7.24,30.38,13.94
2010-03-10 14:00:00,11.24,16.12,6.44,6.86,30.53,14.09
2010-03-10 15:00:00,11.66,15.58,7.13,7.03,31.12,14.06
2010-03-10 16:00:00,11.76,14.51,7.13,6.79,32.14,13.84
2010-03-10 17:00:00,10.9,13.37,6.15,5.85,31.75,13.42
2010-03-10 18:00:00,9.32,12.79,5.04,3.0,30.24,12.61
2010-03-10 19:00:00,8.64,17.78,3.03,1.67,29.03,11.59
2010-03-10 20:00:00,6.81,11.66,2.42,1.87,28.26,10.98
2010-03-10 21:00:00,6.12,11.17,1.24,1.21,27.97,11.23
2010-03-10 22:00:00,5.07,10.67,0.13,-1.13,27.29,11.87
2010-03-10 23:00:00,5.09,10.67,-0.23,-2.73,27.14,12.22
2010-03-11 00:00:00,4.89,10.73,-0.39,-0.91,26.1,11.88
2010-03-11 01:00:00,4.39,9.98,-0.68,-2.01,26.1,11.23
2010-03-11 02:00:00,4.02,10.54,-1.27,-1.87,25.98,10.77
2010-03-11 03:00:00,3.55,10.02,-1.27,-2.78,24.99,10.65
2010-03-11 04:00:00,3.51,10.49,-1.28,-1.82,24.99,10.72
2010-03-11 05:00:00,3.55,11.09,-1.28,-0.43,26.16,11.01
2010-03-11 06:00:00,3.53,10.59,-1.42,-0.55,26.25,11.41
2010-03-11 07:00:00,3.51,10.13,-1.42,-0.1,26.47,12.03
2010-03-11 08:00:00,4.49,11.11,-1.28,1.06,26.39,13.23
2010-03-11 09:00:00,5.11,12.22,-1.2,3.76,27.48,15.48
2010-03-11 10:00:00,6.51,13.89,-0.87,5.43,29.27,18.3
2010-03-11 11:00:00,7.61,14.43,-0.02,6.64,30.65,20.56
2010-03-11 12:00:00,7.69,16.57,0.47,6.4,32.44,21.87
2010-03-11 13:00:00,9.37,18.26,1.67,6.65,32.72,22.62
2010-03-11 14:00:00,11.61,19.89,2.77,6.92,32.54,22.78
2010-03-11 15:00:00,10.97,21.57,3.04,6.16,32.44,22.12
2010-03-11 16:00:00,11.17,22.12,3.03,5.69,32.03,20.86
2010-03-11 17:00:00,11.08,22.08,2.74,5.31,31.03,19.66
2010-03-11 18:00:00,8.34,20.51,2.67,3.58,30.25,18.63
2010-03-11 19:00:00,9.49,13.36,2.4,2.57,29.24,17.65
2010-03-11 20:00:00,8.01,15.61,2.39,0.46,28.7,16.99
2010-03-11 21:00:00,7.09,15.06,2.33,-1.41,28.06,16.97
2010-03-11 22:00:00,5.98,14.49,2.49,-1.67,27.97,17.26
2010-03-11 23:00:00,5.53,13.96,2.1,-1.99,27.63,17.22
2010-03-12 00:00:00,5.13,13.35,1.26,-1.74,27.22,16.43
2010-03-12 01:00:00,4.22,12.76,0.94,-2.93,27.22,15.31
2010-03-12 02:00:00,3.72,11.74,0.22,-2.61,26.8,14.43
2010-03-12 03:00:00,4.11,10.68,0.12,-2.49,26.47,13.96
2010-03-12 04:00:00,3.68,10.63,-0.08,-3.03,26.47,13.74
2010-03-12 05:00:00,3.25,10.04,-0.08,-3.66,27.14,13.87
2010-03-12 06:00:00,3.13,10.57,0.56,-3.48,27.01,14.33
2010-03-12 07:00:00,2.68,10.61,0.56,-3.0,27.18,15.14
2010-03-12 08:00:00,4.14,12.18,1.24,-0.81,27.72,16.43
2010-03-12 09:00:00,6.51,12.19,1.67,1.6,28.98,18.62
2010-03-12 10:00:00,8.54,12.78,2.77,3.56,29.81,21.29
2010-03-12 11:00:00,11.17,13.89,4.55,5.05,31.75,23.33
2010-03-12 12:00:00,12.99,15.0,5.49,6.33,32.21,24.32
2010-03-12 13:00:00,15.1,18.13,5.95,6.59,32.22,24.67
2010-03-12 14:00:00,14.51,17.2,6.89,6.56,31.78,24.55
2010-03-12 15:00:00,13.97,16.6,6.18,6.85,31.97,23.81
2010-03-12 16:00:00,12.77,15.67,6.18,6.99,31.9,22.6
2010-03-12 17:00:00,11.48,15.07,5.88,6.75,30.11,21.54
2010-03-12 18:00:00,10.79,13.91,5.07,6.18,30.0,20.8
2010-03-12 19:00:00,10.33,11.59,4.77,5.31,29.22,20.21
2010-03-12 20:00:00,9.43,13.31,4.43,4.09,28.7,19.87
2010-03-12 21:00:00,9.47,12.27,4.02,3.92,28.51,19.99
2010-03-12 22:00:00,8.36,12.24,3.66,4.36,27.72,20.37
2010-03-12 23:00:00,7.92,12.71,3.66,4.71,27.73,20.56
2010-03-13 00:00:00,7.42,11.72,3.86,4.29,27.22,20.34
2010-03-13 01:00:00,6.84,11.63,3.79,4.12,27.22,19.95
2010-03-13 02:00:00,6.36,10.13,3.73,4.12,26.93,19.55
2010-03-13 03:00:00,5.86,10.12,3.46,3.98,26.84,19.13
2010-03-13 04:00:00,5.77,7.81,3.79,4.22,26.84,18.71
2010-03-13 05:00:00,6.2,7.72,3.59,4.49,27.08,18.55
2010-03-13 06:00:00,6.72,7.72,3.46,3.68,27.01,18.7
2010-03-13 07:00:00,6.74,7.22,3.26,3.33,27.01,19.11
2010-03-13 08:00:00,6.34,7.77,3.11,5.17,27.33,19.87
2010-03-13 09:00:00,7.3,8.79,3.87,6.12,28.59,21.24
2010-03-13 10:00:00,7.94,9.93,4.84,6.58,30.09,22.97
2010-03-13 11:00:00,7.4,10.53,4.91,7.53,31.44,24.43
2010-03-13 12:00:00,8.32,11.61,5.49,8.27,31.31,25.38
2010-03-13 13:00:00,8.29,13.24,5.95,7.91,28.82,26.07
2010-03-13 14:00:00,8.65,13.27,6.08,8.62,28.74,26.54
2010-03-13 15:00:00,9.66,12.74,6.22,8.17,30.89,26.88
2010-03-13 16:00:00,10.73,12.21,6.15,7.97,30.03,27.01
2010-03-13 17:00:00,11.38,12.67,6.08,7.66,28.8,26.77
2010-03-13 18:00:00,10.86,12.15,5.95,7.13,28.97,25.87
2010-03-13 19:00:00,5.04,7.2,5.2,6.86,28.07,24.62
2010-03-13 20:00:00,9.29,12.08,4.84,6.22,27.68,23.76
2010-03-13 21:00:00,8.42,11.11,4.77,5.51,27.48,23.86
2010-03-13 22:00:00,8.28,10.57,4.22,4.32,27.48,24.37
2010-03-13 23:00:00,8.42,11.01,4.57,3.22,27.53,24.44
2010-03-14 00:00:00,8.39,10.0,4.02,2.16,26.47,23.56
2010-03-14 01:00:00,7.86,9.48,3.96,3.09,26.47,22.24
2010-03-14 02:00:00,7.43,7.91,3.79,3.71,26.52,21.2
2010-03-14 03:00:00,7.34,8.33,3.87,4.16,26.47,20.69
2010-03-14 04:00:00,7.38,7.78,3.79,4.18,26.1,20.46
2010-03-14 05:00:00,7.13,7.73,3.87,4.16,26.83,20.54
2010-03-14 06:00:00,6.72,7.23,3.87,4.29,27.01,20.89
2010-03-14 07:00:00,6.38,6.67,3.87,4.29,26.79,21.56
2010-03-14 08:00:00,6.16,6.67,4.16,4.66,27.03,22.65
2010-03-14 09:00:00,6.32,7.2,4.91,5.37,28.26,24.56
2010-03-14 10:00:00,6.32,7.26,5.96,5.81,30.09,26.9
2010-03-14 11:00:00,5.83,7.21,6.93,6.52,31.79,28.66
2010-03-14 12:00:00,5.8,7.23,7.06,7.02,32.22,29.38
2010-03-14 13:00:00,5.84,7.76,7.7,7.73,32.78,29.52
2010-03-14 14:00:00,5.77,7.76,8.11,7.9,29.95,29.44
2010-03-14 15:00:00,5.32,7.76,7.97,8.31,28.25,29.29
2010-03-14 16:00:00,4.81,7.75,8.03,8.11,27.99,28.92
2010-03-14 17:00:00,4.38,7.76,7.9,7.63,28.44,28.33
2010-03-14 18:00:00,4.86,7.75,6.99,7.16,28.69,27.32
2010-03-14 19:00:00,4.8,6.06,5.99,6.76,28.31,26.07
2010-03-14 20:00:00,3.84,7.19,6.16,6.52,27.57,25.22
2010-03-14 21:00:00,3.74,7.19,5.33,5.78,27.51,25.17
2010-03-14 22:00:00,3.25,6.62,5.82,5.49,27.33,25.51
2010-03-14 23:00:00,2.82,6.09,5.82,4.98,27.26,25.56
2010-03-15 00:00:00,2.73,6.09,5.0,3.55,27.22,24.92
2010-03-15 01:00:00,3.28,5.48,5.09,3.18,26.47,23.99
2010-03-15 02:00:00,3.28,4.95,4.64,2.64,26.77,23.21
2010-03-15 03:00:00,3.25,4.36,3.88,2.1,26.47,22.64
2010-03-15 04:00:00,2.73,3.87,3.82,2.31,26.47,22.22
2010-03-15 05:00:00,2.73,3.84,3.62,2.57,25.95,22.21
2010-03-15 06:00:00,2.68,3.84,3.25,2.36,26.11,22.79
2010-03-15 07:00:00,2.23,3.8,2.91,2.63,26.11,23.78
2010-03-15 08:00:00,2.23,3.84,3.27,3.22,26.64,24.87
2010-03-15 09:00:00,2.68,4.37,5.01,4.77,28.08,26.09
2010-03-15 10:00:00,2.68,4.97,6.48,6.17,29.22,27.42
2010-03-15 11:00:00,3.27,6.06,7.98,8.12,30.89,28.44
2010-03-15 12:00:00,3.74,7.07,9.23,9.64,31.86,29.08
2010-03-15 13:00:00,4.19,7.16,10.11,10.44,32.56,29.43
2010-03-15 14:00:00,4.62,7.16,10.66,9.87,31.78,29.34
2010-03-15 15:00:00,4.22,6.63,10.79,9.96,30.47,28.55
2010-03-15 16:00:00,4.69,6.59,11.09,9.59,29.87,27.33
2010-03-15 17:00:00,4.66,6.56,10.86,8.88,29.02,26.33
2010-03-15 18:00:00,4.62,6.07,9.36,7.04,28.82,25.76
2010-03-15 19:00:00,7.98,7.22,8.66,5.26,28.47,25.41
2010-03-15 20:00:00,4.62,5.49,8.46,4.85,28.18,25.22
2010-03-15 21:00:00,4.64,5.49,7.84,3.84,28.08,25.42
2010-03-15 22:00:00,4.59,5.99,7.42,3.0,27.86,25.78
2010-03-15 23:00:00,4.72,6.07,7.13,3.16,27.9,25.56
2010-03-16 00:00:00,4.72,6.07,6.93,2.45,26.84,24.19
2010-03-16 01:00:00,4.72,5.57,6.61,2.21,26.84,22.24
2010-03-16 02:00:00,4.72,6.07,6.31,2.76,26.47,20.64
2010-03-16 03:00:00,4.28,6.03,5.68,2.81,26.1,19.81
2010-03-16 04:00:00,4.28,5.0,4.16,2.49,25.36,19.31
2010-03-16 05:00:00,3.84,5.0,4.51,3.04,26.39,18.87
2010-03-16 06:00:00,4.36,4.96,4.73,3.69,26.47,18.28
2010-03-16 07:00:00,3.84,4.96,4.17,3.66,26.47,17.74
2010-03-16 08:00:00,4.27,4.96,4.8,3.84,26.44,17.54
2010-03-16 09:00:00,4.24,5.49,6.12,5.05,26.99,17.87
2010-03-16 10:00:00,5.67,6.02,7.22,6.29,27.11,18.53
2010-03-16 11:00:00,5.89,6.58,8.12,7.45,26.96,19.32
2010-03-16 12:00:00,6.39,6.66,8.99,8.71,27.78,20.43
2010-03-16 13:00:00,7.86,7.68,9.13,8.43,28.59,21.66
2010-03-16 14:00:00,9.53,8.27,10.24,8.37,29.26,22.21
2010-03-16 15:00:00,10.56,7.73,10.24,8.46,29.14,21.53
2010-03-16 16:00:00,11.91,7.77,10.24,8.49,29.91,20.17
2010-03-16 17:00:00,11.64,7.73,10.11,8.09,29.32,18.98
2010-03-16 18:00:00,11.95,7.71,9.27,7.33,28.9,18.17
2010-03-16 19:00:00,10.54,7.22,7.97,5.06,28.51,17.53
2010-03-16 20:00:00,10.59,12.72,7.22,2.63,27.73,17.21
2010-03-16 21:00:00,7.38,6.71,6.11,4.32,27.4,17.42
2010-03-16 22:00:00,6.59,7.18,4.8,2.81,27.01,17.97
2010-03-16 23:00:00,6.32,7.19,3.88,3.01,26.52,18.33
2010-03-17 00:00:00,5.44,6.66,3.43,2.59,26.1,18.28
2010-03-17 01:00:00,4.51,6.66,3.63,1.91,25.72,18.05
2010-03-17 02:00:00,4.92,6.66,3.62,2.27,25.93,17.88
2010-03-17 03:00:00,3.89,6.58,3.82,1.84,25.72,17.84
2010-03-17 04:00:00,3.84,6.53,3.89,1.52,24.99,17.86
2010-03-17 05:00:00,2.9,4.91,4.51,1.93,25.37,17.99
2010-03-17 06:00:00,3.28,2.86,3.89,1.75,25.78,18.18
2010-03-17 07:00:00,2.62,2.26,3.89,1.92,25.73,18.48
2010-03-17 08:00:00,2.28,1.71,5.07,3.81,26.39,19.11
2010-03-17 09:00:00,4.14,2.78,7.51,5.26,27.72,20.43
2010-03-17 10:00:00,6.21,5.0,9.93,6.34,29.71,22.07
2010-03-17 11:00:00,9.6,7.73,11.34,6.46,31.12,23.1
2010-03-17 12:00:00,12.34,10.47,12.3,7.06,32.15,22.97
2010-03-17 13:00:00,13.08,12.16,12.86,6.93,32.6,22.21
2010-03-17 14:00:00,14.57,13.78,13.18,7.39,33.02,21.52
2010-03-17 15:00:00,15.12,14.37,13.38,7.59,33.35,21.16
2010-03-17 16:00:00,14.68,15.48,13.23,7.59,32.78,20.86
2010-03-17 17:00:00,15.18,16.03,13.03,7.36,32.3,20.54
2010-03-17 18:00:00,14.38,14.96,11.81,7.09,31.26,20.1
2010-03-17 19:00:00,13.13,14.87,10.77,7.09,29.94,19.63
2010-03-17 20:00:00,11.57,12.71,9.45,7.06,29.12,19.32
2010-03-17 21:00:00,9.32,11.99,8.57,7.13,28.08,19.31
2010-03-17 22:00:00,7.88,10.29,8.13,7.37,28.08,19.44
2010-03-17 23:00:00,5.43,10.18,7.93,7.33,27.43,19.44
2010-03-18 00:00:00,4.04,7.04,6.98,7.69,26.84,19.17
2010-03-18 01:00:00,3.85,6.96,7.82,8.28,26.84,18.78
2010-03-18 02:00:00,2.94,4.93,6.33,8.45,26.76,18.44
2010-03-18 03:00:00,2.14,5.79,5.46,8.19,26.1,18.19
2010-03-18 04:00:00,1.93,4.3,4.29,7.65,26.84,18.01
2010-03-18 05:00:00,0.93,3.73,3.86,7.96,27.14,17.99
2010-03-18 06:00:00,0.93,3.65,4.54,7.46,27.07,18.08
2010-03-18 07:00:00,0.48,3.63,4.48,7.99,26.83,18.34
2010-03-18 08:00:00,0.38,3.63,6.96,8.84,27.07,19.11
2010-03-18 09:00:00,3.51,5.38,8.76,9.33,27.97,20.81
2010-03-18 10:00:00,8.39,8.85,12.04,10.38,29.41,23.02
2010-03-18 11:00:00,10.06,11.68,14.67,12.07,29.11,24.77
2010-03-18 12:00:00,12.0,13.81,16.12,12.81,30.28,25.73
2010-03-18 13:00:00,13.21,14.97,16.67,12.81,30.98,26.24
2010-03-18 14:00:00,14.19,15.54,17.49,12.88,26.43,26.33
2010-03-18 15:00:00,13.94,16.62,17.69,12.02,25.32,25.89
2010-03-18 16:00:00,15.16,17.14,17.42,11.51,24.8,25.03
2010-03-18 17:00:00,14.92,17.2,17.22,10.52,24.79,24.11
2010-03-18 18:00:00,14.57,17.12,15.64,9.44,26.46,23.12
2010-03-18 19:00:00,13.64,15.53,14.78,8.71,26.94,22.08
2010-03-18 20:00:00,15.16,12.81,13.82,9.36,27.08,21.33
2010-03-18 21:00:00,9.84,11.98,13.19,9.33,27.12,21.14
2010-03-18 22:00:00,8.76,9.26,13.41,9.36,27.12,21.24
2010-03-18 23:00:00,7.3,9.18,13.01,9.83,27.12,21.11
2010-03-19 00:00:00,7.72,7.17,12.93,10.07,26.85,20.42
2010-03-19 01:00:00,7.18,6.46,12.89,9.18,26.47,19.48
2010-03-19 02:00:00,7.13,6.41,12.47,9.18,26.07,18.76
2010-03-19 03:00:00,7.13,5.41,12.37,10.01,25.74,18.36
2010-03-19 04:00:00,6.14,4.84,12.49,10.01,25.74,18.17
2010-03-19 05:00:00,5.62,4.23,12.04,8.88,25.79,18.32
2010-03-19 06:00:00,5.14,3.28,12.22,8.74,25.0,18.86
2010-03-19 07:00:00,5.06,3.19,12.29,8.41,25.25,19.74
2010-03-19 08:00:00,5.03,3.26,12.3,9.11,25.09,20.98
2010-03-19 09:00:00,6.72,4.04,12.69,10.24,26.22,22.88
2010-03-19 10:00:00,9.39,7.47,12.78,11.81,27.22,25.13
2010-03-19 11:00:00,12.46,13.26,13.01,11.97,28.66,26.88
2010-03-19 12:00:00,15.26,15.49,13.89,12.46,31.0,27.82
2010-03-19 13:00:00,16.51,16.56,15.11,12.04,29.75,28.26
2010-03-19 14:00:00,17.92,17.63,15.28,10.82,27.11,28.23
2010-03-19 15:00:00,18.21,17.71,16.49,11.84,26.74,27.57
2010-03-19 16:00:00,18.71,18.22,16.93,12.13,27.33,26.43
2010-03-19 17:00:00,18.63,18.22,17.04,12.17,27.63,25.32
2010-03-19 18:00:00,18.12,17.69,16.11,12.07,26.63,24.29
2010-03-19 19:00:00,17.28,16.64,15.55,11.25,26.9,23.28
2010-03-19 20:00:00,16.44,14.52,13.77,10.96,26.92,22.65
2010-03-19 21:00:00,14.93,11.72,13.14,10.72,26.11,22.74
2010-03-19 22:00:00,13.39,9.58,13.01,10.24,26.11,23.21
2010-03-19 23:00:00,12.73,9.54,12.3,9.87,26.01,23.33
2010-03-20 00:00:00,11.75,9.85,12.37,9.37,25.82,22.71
2010-03-20 01:00:00,10.62,8.32,12.71,8.79,25.74,21.75
2010-03-20 02:00:00,9.06,7.34,12.69,8.71,25.36,20.98
2010-03-20 03:00:00,8.97,6.13,12.61,8.02,25.36,20.55
2010-03-20 04:00:00,8.3,4.94,12.7,7.18,25.36,20.31
2010-03-20 05:00:00,7.84,4.95,12.69,6.98,25.89,20.43
2010-03-20 06:00:00,6.72,4.93,12.69,6.98,25.68,20.98
2010-03-20 07:00:00,6.67,3.84,12.84,6.66,25.68,21.89
2010-03-20 08:00:00,7.17,4.33,13.17,7.39,25.71,23.1
2010-03-20 09:00:00,8.11,6.64,12.93,8.39,25.38,24.88
2010-03-20 10:00:00,10.33,10.02,13.58,9.4,24.68,26.95
2010-03-20 11:00:00,11.98,13.33,14.01,9.63,24.66,28.44
2010-03-20 12:00:00,14.64,16.02,15.18,9.67,24.68,28.95
2010-03-20 13:00:00,16.22,17.71,15.61,9.83,24.68,28.88
2010-03-20 14:00:00,17.36,18.76,15.28,9.87,24.9,28.55
2010-03-20 15:00:00,18.49,19.31,15.46,9.83,25.0,27.94
2010-03-20 16:00:00,18.53,18.83,16.02,9.63,25.73,27.08
2010-03-20 17:00:00,18.48,18.79,16.08,8.58,26.07,26.33
2010-03-20 18:00:00,18.07,18.31,15.16,8.34,26.19,25.81
2010-03-20 19:00:00,17.03,16.67,14.83,7.42,26.09,25.39
2010-03-20 20:00:00,3.98,14.32,13.86,7.36,25.08,25.11
2010-03-20 21:00:00,15.03,13.37,13.78,7.13,26.0,25.06
2010-03-20 22:00:00,15.23,13.14,13.79,7.07,26.0,25.13
2010-03-20 23:00:00,7.58,11.96,13.71,7.04,25.87,25.0
2010-03-21 00:00:00,7.06,10.52,13.47,6.26,25.36,24.47
2010-03-21 01:00:00,5.95,10.93,12.18,6.66,25.36,23.74
2010-03-21 02:00:00,4.79,10.26,10.37,6.63,24.58,23.1
2010-03-21 03:00:00,3.86,8.69,9.88,6.63,24.63,22.59
2010-03-21 04:00:00,3.22,9.12,9.02,6.6,24.63,22.17
2010-03-21 05:00:00,2.31,7.53,8.8,6.01,24.46,21.99
2010-03-21 06:00:00,2.69,7.46,8.71,5.79,24.14,22.09
2010-03-21 07:00:00,2.7,7.99,8.39,5.68,24.35,22.45
2010-03-21 08:00:00,2.7,6.39,7.7,6.27,25.15,23.1
2010-03-21 09:00:00,2.66,8.71,7.78,7.07,26.68,24.25
2010-03-21 10:00:00,3.08,12.12,7.43,8.42,27.68,25.69
2010-03-21 11:00:00,2.72,15.46,7.39,9.39,29.52,26.88
2010-03-21 12:00:00,3.59,17.61,7.22,9.46,31.03,27.71
2010-03-21 13:00:00,5.06,17.21,7.29,9.63,32.22,28.28
2010-03-21 14:00:00,4.97,18.86,7.53,9.86,31.71,28.33
2010-03-21 15:00:00,4.09,19.36,7.84,10.85,30.95,27.56
2010-03-21 16:00:00,3.52,18.33,8.52,10.46,30.92,26.27
2010-03-21 17:00:00,2.58,18.82,8.47,10.43,30.37,25.11
2010-03-21 18:00:00,2.13,18.17,8.47,8.78,28.57,24.25
2010-03-21 19:00:00,1.58,15.97,8.45,6.64,28.65,23.52
2010-03-21 20:00:00,4.59,10.0,7.69,5.49,28.0,22.99
2010-03-21 21:00:00,1.01,13.27,7.69,4.56,27.58,22.81
2010-03-21 22:00:00,0.54,12.06,7.5,3.87,27.29,22.84
2010-03-21 23:00:00,0.54,10.46,7.08,2.39,27.29,22.78
2010-03-22 00:00:00,0.54,9.33,6.47,1.03,26.93,22.63
2010-03-22 01:00:00,0.54,8.25,6.42,3.23,26.47,22.43
2010-03-22 02:00:00,0.08,7.13,4.76,3.73,26.1,22.2
2010-03-22 03:00:00,0.02,6.49,4.49,3.26,25.36,21.99
2010-03-22 04:00:00,0.04,5.95,4.11,3.49,25.36,21.83
2010-03-22 05:00:00,0.04,5.41,2.99,4.93,25.82,21.77
2010-03-22 06:00:00,0.04,4.92,2.81,5.11,25.89,21.83
2010-03-22 07:00:00,0.54,4.86,3.68,6.64,25.89,22.11
2010-03-22 08:00:00,0.66,4.37,5.47,7.12,26.11,22.78
2010-03-22 09:00:00,1.13,4.37,7.23,7.47,27.56,24.18
2010-03-22 10:00:00,1.7,4.95,8.82,8.98,29.02,25.98
2010-03-22 11:00:00,2.66,6.18,10.62,9.9,30.82,27.33
2010-03-22 12:00:00,4.49,7.84,11.03,10.84,32.2,27.89
2010-03-22 13:00:00,5.88,9.94,11.93,11.37,32.76,28.01
2010-03-22 14:00:00,6.44,11.63,12.22,12.34,32.51,27.88
2010-03-22 15:00:00,7.11,12.21,12.39,12.43,30.43,27.51
2010-03-22 16:00:00,7.64,12.2,12.57,12.43,30.33,26.89
2010-03-22 17:00:00,7.8,11.67,12.61,11.47,30.08,26.22
2010-03-22 18:00:00,6.93,11.67,11.12,10.43,30.08,25.48
2010-03-22 19:00:00,5.86,11.12,9.93,9.21,28.98,24.68
2010-03-22 20:00:00,3.13,3.86,8.89,9.15,28.4,24.11
2010-03-22 21:00:00,4.68,9.9,8.43,9.63,27.97,23.99
2010-03-22 22:00:00,4.16,8.31,7.71,9.66,27.97,24.08
2010-03-22 23:00:00,3.28,7.23,7.16,9.89,27.67,23.89
2010-03-23 00:00:00,3.14,6.66,6.3,10.06,27.22,23.07
2010-03-23 01:00:00,3.14,7.14,7.46,10.01,26.84,21.96
2010-03-23 02:00:00,3.54,6.64,7.15,9.36,26.77,21.09
2010-03-23 03:00:00,3.22,6.59,7.3,9.36,26.47,20.59
2010-03-23 04:00:00,3.67,5.59,7.49,8.99,26.47,20.32
2010-03-23 05:00:00,3.22,5.52,7.69,8.87,27.06,20.43
2010-03-23 06:00:00,3.41,5.02,7.78,8.67,27.01,20.98
2010-03-23 07:00:00,4.28,5.02,7.78,7.27,27.01,21.91
2010-03-23 08:00:00,4.28,5.0,8.12,7.03,27.28,23.21
2010-03-23 09:00:00,4.26,4.91,8.99,7.81,26.33,25.19
2010-03-23 10:00:00,4.68,4.96,9.96,9.63,24.69,27.53
2010-03-23 11:00:00,4.76,5.01,11.44,10.37,25.47,29.32
2010-03-23 12:00:00,5.27,4.98,12.39,8.85,27.32,30.15
2010-03-23 13:00:00,5.39,5.97,13.07,7.79,28.51,30.41
2010-03-23 14:00:00,5.73,5.44,13.42,6.42,29.63,30.34
2010-03-23 15:00:00,4.84,4.9,14.27,8.94,30.11,29.92
2010-03-23 16:00:00,3.91,4.87,14.91,8.92,30.32,29.16
2010-03-23 17:00:00,3.48,3.87,14.04,8.27,30.06,28.33
2010-03-23 18:00:00,3.29,4.39,13.63,7.73,29.68,27.41
2010-03-23 19:00:00,3.29,4.36,12.19,6.52,28.92,26.43
2010-03-23 20:00:00,9.47,11.29,10.86,5.48,27.92,25.77
2010-03-23 21:00:00,3.46,3.86,10.0,4.27,27.83,25.72
2010-03-23 22:00:00,3.91,3.86,9.12,4.21,27.12,25.99
2010-03-23 23:00:00,4.42,4.4,8.12,4.33,27.01,26.11
2010-03-24 00:00:00,4.45,4.39,8.14,4.53,26.47,25.91
2010-03-24 01:00:00,4.36,3.93,8.63,4.98,26.47,25.57
2010-03-24 02:00:00,4.43,4.4,7.24,4.61,25.73,25.11
2010-03-24 03:00:00,4.47,4.4,7.88,5.64,25.36,24.37
2010-03-24 04:00:00,4.43,2.78,8.31,6.56,25.36,23.53
2010-03-24 05:00:00,4.36,2.26,8.55,6.65,25.78,23.1
2010-03-24 06:00:00,4.28,1.74,8.55,6.68,25.78,23.36
2010-03-24 07:00:00,4.33,1.24,8.66,6.88,25.36,24.03
2010-03-24 08:00:00,4.37,2.1,9.69,7.41,26.21,24.87
2010-03-24 09:00:00,4.36,2.13,11.84,8.15,27.82,26.01
2010-03-24 10:00:00,4.92,2.79,12.87,8.41,29.68,27.32
2010-03-24 11:00:00,6.82,5.93,14.88,8.47,31.06,28.23
2010-03-24 12:00:00,7.53,8.31,15.91,9.15,32.12,28.38
2010-03-24 13:00:00,8.75,11.07,17.22,9.32,32.3,28.12
2010-03-24 14:00:00,9.62,12.18,17.37,8.67,32.63,27.88
2010-03-24 15:00:00,9.47,13.82,18.01,8.02,32.19,27.98
2010-03-24 16:00:00,10.83,14.89,17.98,7.99,32.27,28.11
2010-03-24 17:00:00,11.98,15.49,17.61,7.9,28.56,27.78
2010-03-24 18:00:00,12.04,15.47,17.12,7.68,28.08,26.48
2010-03-24 19:00:00,12.09,14.96,15.33,7.28,27.7,24.72
2010-03-24 20:00:00,10.11,15.54,14.66,7.24,28.46,23.53
2010-03-24 21:00:00,8.36,10.54,14.59,6.74,27.72,23.59
2010-03-24 22:00:00,6.55,9.83,13.34,6.57,27.54,24.23
2010-03-24 23:00:00,3.89,10.19,13.48,6.57,27.67,24.44
2010-03-25 00:00:00,3.29,9.59,13.71,7.44,27.22,23.72
2010-03-25 01:00:00,2.67,8.52,13.32,7.23,27.22,22.58
2010-03-25 02:00:00,2.16,8.07,12.54,8.61,27.05,21.54
2010-03-25 03:00:00,0.67,6.46,12.7,8.69,26.84,20.9
2010-03-25 04:00:00,0.72,5.39,12.57,8.04,26.84,20.37
2010-03-25 05:00:00,-0.2,7.01,12.23,8.01,27.16,19.64
2010-03-25 06:00:00,-0.39,5.27,11.69,8.18,27.01,18.4
2010-03-25 07:00:00,0.07,6.36,12.02,8.16,26.89,16.96
2010-03-25 08:00:00,-0.64,5.46,12.66,8.9,27.16,15.97
2010-03-25 09:00:00,2.87,7.06,13.66,9.88,28.93,15.8
2010-03-25 10:00:00,7.01,7.74,14.38,9.98,30.0,16.07
2010-03-25 11:00:00,8.82,9.94,16.34,9.3,31.22,16.31
2010-03-25 12:00:00,10.97,11.13,17.39,9.77,32.5,16.41
2010-03-25 13:00:00,11.47,12.7,17.66,10.03,32.75,16.46
2010-03-25 14:00:00,12.79,13.92,17.16,12.06,33.11,16.31
2010-03-25 15:00:00,12.96,16.09,15.38,12.43,27.53,15.74
2010-03-25 16:00:00,13.12,17.71,14.13,12.61,26.1,14.98
2010-03-25 17:00:00,13.41,18.24,15.08,11.87,25.61,14.43
2010-03-25 18:00:00,12.21,17.73,14.59,10.51,25.94,14.33
2010-03-25 19:00:00,11.88,17.12,12.58,8.79,26.11,14.46
2010-03-25 20:00:00,1.54,5.09,11.42,8.87,25.88,14.55
2010-03-25 21:00:00,9.74,14.96,10.77,8.1,26.12,14.48
2010-03-25 22:00:00,9.12,13.86,11.73,7.73,27.01,14.37
2010-03-25 23:00:00,8.18,13.28,11.19,7.9,26.81,14.44
